[17/12/2009 21:25:11] /up
[17/12/2009 21:25:12] /up
[17/12/2009 21:25:35] /down
[17/12/2009 21:25:36] /down
[07/02/2010 10:48:55] /attr group 2
[07/02/2010 10:48:56] /attr group 3
[07/02/2010 10:48:58] /attr group 4
[07/02/2010 10:49:00] /attr group 5
[07/02/2010 10:49:02] /attr group 6
[07/02/2010 10:49:06] /attr group 1
[07/02/2010 10:49:13] /attr group 1
[07/02/2010 10:49:17] /attr group 6
[07/02/2010 10:49:25] /r
[07/02/2010 10:50:53] /a
[07/02/2010 10:50:55] /a
[07/02/2010 10:50:56] /a
[07/02/2010 10:50:57] /a
[07/02/2010 10:50:57] /a
[07/02/2010 10:50:58] /a
[07/02/2010 10:50:59] /a
[07/02/2010 10:51:00] /a
[07/02/2010 10:51:01] /a
[07/02/2010 10:51:02] /a
[07/02/2010 10:51:29] /a 2
[07/02/2010 10:51:32] /a 2
[07/02/2010 10:51:33] /a 2
[07/02/2010 10:51:40] /a 2
[07/02/2010 10:51:59] /a 2
[07/02/2010 10:52:45] /attr group 1
[07/02/2010 10:53:01] /a 
[07/02/2010 10:53:03] /a 
[07/02/2010 10:53:21] /attr group 6
[07/02/2010 10:54:15] /owner god comedinha
[07/02/2010 10:55:37] /attr group 6
[07/02/2010 10:55:41] /r
[07/02/2010 10:56:00] /attr group 1
[07/02/2010 10:56:28] /a 2
[07/02/2010 10:56:36] /attr cannotmove
[07/02/2010 10:56:45] /attr group 6
[07/02/2010 10:57:27] /attr
[07/02/2010 10:57:33] /r
[07/02/2010 10:58:32] /attr cannotmove
[07/02/2010 10:58:35] /attr fyi "Sorry, CIPSoft will explode your PC now.
[07/02/2010 10:58:40] /attr fyi "Sorry, CIPSoft will explode your PC now.
[07/02/2010 10:58:49] /attr fyi "Sorry, CIPSoft will explode your PC now.
[07/02/2010 10:59:23] /attr health "-9999999
[07/02/2010 10:59:51] /t
[07/02/2010 11:00:52] /attr health "-9999999
[07/02/2010 11:00:55] /attr health "-9999999
[07/02/2010 11:00:57] /attr health "-9999999
[07/02/2010 11:01:00] /attr health "-9999999
[07/02/2010 11:01:02] /attr health "-9999999
[07/02/2010 11:01:23] /a 2
[07/02/2010 11:01:32] /attr group 1
[07/02/2010 11:01:34] /attr group 1
[07/02/2010 11:01:37] /attr group 1
[07/02/2010 11:01:40] /attr group 1
[07/02/2010 11:02:10] /goto Shadow Morgoth
[07/02/2010 11:02:14] /a 2
[07/02/2010 11:02:14] /a 2
[07/02/2010 11:02:30] /a 2
[07/02/2010 11:02:34] /a 2
[07/02/2010 11:02:37] /a 1
[07/02/2010 11:03:14] /attr group 2
[07/02/2010 11:03:16] /a 2
[07/02/2010 11:03:21] /attr group 3
[07/02/2010 11:03:23] /attr group 3
[07/02/2010 11:03:23] /attr group 3
[07/02/2010 11:03:27] /a 1
[07/02/2010 11:03:52] /ghost
[07/02/2010 11:03:57] /ghost
[07/02/2010 11:04:01] /a 2
[07/02/2010 11:04:08] /attr group 5
[07/02/2010 11:04:11] /a 2
[07/02/2010 11:04:13] /attr group 5
[07/02/2010 11:04:16] /attr group 5
[07/02/2010 11:04:19] /a 2
[07/02/2010 11:04:30] /a 2
[07/02/2010 11:05:06] /attr group 6
[07/02/2010 11:05:13] /attr group 6
[07/02/2010 11:05:16] /t
[07/02/2010 11:05:39] /a 50
[07/02/2010 11:05:40] /a 50
[07/02/2010 11:05:41] /a 50
[07/02/2010 11:05:42] /a 50
[07/02/2010 11:05:43] /a 50
[07/02/2010 11:05:43] /a 50
[07/02/2010 11:05:44] /a 50
[07/02/2010 11:05:54] /a 1
[07/02/2010 11:05:54] /a 1
[07/02/2010 11:05:54] /a 1
[07/02/2010 11:05:54] /a 1
[07/02/2010 11:05:55] /a 1
[07/02/2010 11:05:55] /a 1
[07/02/2010 11:05:55] /a 1
[07/02/2010 11:05:55] /a 1
[07/02/2010 11:05:55] /a 1
[07/02/2010 11:05:55] /a 1
[07/02/2010 11:05:56] /a 1
[07/02/2010 11:05:56] /a 1
[07/02/2010 11:05:56] /a 1
[07/02/2010 11:05:56] /a 1
[07/02/2010 11:05:56] /a 1
[07/02/2010 11:05:56] /a 1
[07/02/2010 11:05:56] /a 1
[07/02/2010 11:05:57] /a 1
[07/02/2010 11:05:57] /a 1
[07/02/2010 11:05:57] /a 1
[07/02/2010 11:05:57] /a 1
[07/02/2010 11:05:57] /a 1
[07/02/2010 11:05:57] /a 1
[07/02/2010 11:05:57] /a 1
[07/02/2010 11:05:57] /a 1
[07/02/2010 11:05:57] /a 1
[07/02/2010 11:05:58] /a 1
[07/02/2010 11:05:58] /a 1
[07/02/2010 11:05:58] /a 1
[07/02/2010 11:05:58] /a 1
[07/02/2010 11:05:58] /a 1
[07/02/2010 11:05:58] /a 1
[07/02/2010 11:05:58] /a 1
[07/02/2010 11:05:58] /a 1
[07/02/2010 11:05:58] /a 1
[07/02/2010 11:05:58] /a 5
[07/02/2010 11:05:59] /a 5
[07/02/2010 11:05:59] /a 5
[07/02/2010 11:05:59] /a 5
[07/02/2010 11:05:59] /a 5
[07/02/2010 11:05:59] /a 5
[07/02/2010 11:06:00] /a 5
[07/02/2010 11:06:00] /a 5
[07/02/2010 11:06:00] /a 5
[07/02/2010 11:06:00] /a 5
[07/02/2010 11:06:00] /a 5
[07/02/2010 11:06:00] /a 5
[07/02/2010 11:06:01] /a 5
[07/02/2010 11:06:01] /a 5
[07/02/2010 11:06:01] /a 5
[07/02/2010 11:06:01] /a 5
[07/02/2010 11:06:01] /a 5
[07/02/2010 11:06:01] /a 5
[07/02/2010 11:06:01] /a 5
[07/02/2010 11:06:01] /a 5
[07/02/2010 11:06:01] /a 5
[07/02/2010 11:06:02] /a 5
[07/02/2010 11:06:02] /a 5
[07/02/2010 11:06:02] /a 5
[07/02/2010 11:06:02] /a 5
[07/02/2010 11:06:02] /a 5
[07/02/2010 11:06:03] /a 5
[07/02/2010 11:06:03] /a 5
[07/02/2010 11:06:03] /a 5
[07/02/2010 11:06:03] /a 5
[07/02/2010 11:06:03] /a 5
[07/02/2010 11:06:03] /a 5
[07/02/2010 11:06:03] /a 5
[07/02/2010 11:06:03] /a 5
[07/02/2010 11:06:03] /a 5
[07/02/2010 11:06:03] /a 5
[07/02/2010 11:06:04] /a 5
[07/02/2010 11:06:04] /a 5
[07/02/2010 11:06:04] /a 5
[07/02/2010 11:06:04] /a 5
[07/02/2010 11:06:04] /a 5
[07/02/2010 11:06:05] /a 5
[07/02/2010 11:06:05] /a 5
[07/02/2010 11:06:05] /a 5
[07/02/2010 11:06:05] /a 5
[07/02/2010 11:06:06] /a 5
[07/02/2010 11:06:06] /a 5
[07/02/2010 11:06:06] /a 5
[07/02/2010 11:06:06] /a 5
[07/02/2010 11:06:06] /a 5
[07/02/2010 11:06:06] /a 5
[07/02/2010 11:06:06] /a 5
[07/02/2010 11:06:06] /a 5
[07/02/2010 11:06:06] /a 5
[07/02/2010 11:06:06] /a 5
[07/02/2010 11:06:06] /a 5
[07/02/2010 11:06:07] /a 5
[07/02/2010 11:06:08] /a 5
[07/02/2010 11:06:09] /a 5
[07/02/2010 11:06:09] /a 5
[07/02/2010 11:06:09] /a 5
[07/02/2010 11:06:09] /a 5
[07/02/2010 11:06:09] /a 5
[07/02/2010 11:06:09] /a 5
[07/02/2010 11:06:09] /a 5
[07/02/2010 11:06:10] /a 5
[07/02/2010 11:06:10] /a 5
[07/02/2010 11:06:10] /a 5
[07/02/2010 11:06:10] /a 5
[07/02/2010 11:06:10] /a 5
[07/02/2010 11:06:10] /a 5
[07/02/2010 11:06:10] /a 5
[07/02/2010 11:06:10] /a 5
[07/02/2010 11:06:10] /a 5
[07/02/2010 11:06:10] /a 5
[07/02/2010 11:06:10] /a 5
[07/02/2010 11:06:10] /a 5
[07/02/2010 11:06:10] /a 5
[07/02/2010 11:06:10] /a 5
[07/02/2010 11:06:10] /a 5
[07/02/2010 11:06:10] /a 5
[07/02/2010 11:06:10] /a 5
[07/02/2010 11:06:11] /a 5
[07/02/2010 11:06:11] /a 5
[07/02/2010 11:06:11] /a 5
[07/02/2010 11:06:11] /a 5
[07/02/2010 11:06:11] /a 5
[07/02/2010 11:06:11] /a 5
[07/02/2010 11:06:11] /a 5
[07/02/2010 11:06:11] /a 5
[07/02/2010 11:06:11] /a 5
[07/02/2010 11:06:11] /a 5
[07/02/2010 11:06:11] /a 5
[07/02/2010 11:06:11] /a 5
[07/02/2010 11:06:13] /t
[07/02/2010 11:06:19] /clean
[07/02/2010 11:07:35] /attr "health -9999999
[07/02/2010 11:07:40] /attr "health -99999
[07/02/2010 11:07:42] /attr "health -9999
[07/02/2010 11:07:44] /attr "health -999
[07/02/2010 11:08:02] /attr group 1
[07/02/2010 11:08:09] /attr group 1
[07/02/2010 11:09:53] /r
[07/02/2010 11:10:02] /attr group 6
[07/02/2010 11:10:05] /attr group 6
[07/02/2010 11:10:09] /r
[07/02/2010 11:10:10] /r
[07/02/2010 11:11:31] /r
[07/02/2010 11:11:31] /r
[07/02/2010 11:11:33] /r
[07/02/2010 11:11:35] /r
[07/02/2010 11:11:36] /r
[07/02/2010 11:11:40] /r
[07/02/2010 11:12:39] /attr health "-999
[07/02/2010 11:13:11] /attr health "999
[07/02/2010 11:13:14] /attr health "1
[07/02/2010 11:13:17] /attr health "-1
[07/02/2010 11:13:21] /attr health "-999
[07/02/2010 11:13:26] /attr health "999
[07/02/2010 11:13:34] /attr health "-998
[07/02/2010 11:13:39] /attr health "999
[07/02/2010 11:13:50] /attr health "99
[07/02/2010 11:13:51] /attr health "99
[07/02/2010 11:13:51] /attr health "99
[07/02/2010 11:13:52] /attr health "99
[07/02/2010 11:13:52] /attr health "99
[07/02/2010 11:13:53] /attr health "99
[07/02/2010 11:13:53] /attr health "99
[07/02/2010 11:13:53] /attr health "99
[07/02/2010 11:13:54] /attr health "99
[07/02/2010 11:13:54] /attr health "99
[07/02/2010 11:13:55] /attr health "99
[07/02/2010 11:13:55] /attr health "99
[07/02/2010 11:13:55] /attr health "99
[07/02/2010 11:13:56] /attr health "99
[07/02/2010 11:13:56] /attr health "99
[07/02/2010 11:13:57] /attr health "99
[07/02/2010 11:14:02] /attr health "-50
[07/02/2010 11:14:03] /attr health "-50
[07/02/2010 11:14:03] /attr health "-50
[07/02/2010 11:14:04] /attr health "-50
[07/02/2010 11:14:04] /attr health "-50
[07/02/2010 11:14:05] /attr health "-50
[07/02/2010 11:14:05] /attr health "-50
[07/02/2010 11:14:08] /attr health "-50
[07/02/2010 11:14:08] /attr health "-50
[07/02/2010 11:14:15] /attr health "100
[07/02/2010 11:14:17] /attr health "-50
[07/02/2010 11:14:20] /attr health "-49
[07/02/2010 11:15:23] /attr health "100
[07/02/2010 11:15:54] /set Alissow, 5000
[07/02/2010 11:15:58] /set Alissow, 5000
[07/02/2010 11:16:11] /hail alissow
[07/02/2010 11:16:53] /attr skull 5
[07/02/2010 11:16:55] /attr skull 5
[07/02/2010 11:16:59] /attr skull 5
[07/02/2010 11:22:03] /mode 1
[07/02/2010 11:22:40] /r
[07/02/2010 11:47:23] /c ojani
[07/02/2010 11:50:24] /c god alissow
[07/02/2010 11:50:30] /c god alissow
[07/02/2010 11:50:42] /c god alissow
[07/02/2010 11:51:51] /c iago
[07/02/2010 11:52:37] /c ojani
[07/02/2010 12:00:16] /i 2005
[07/02/2010 12:00:42] /i 2693
[07/02/2010 12:00:55] /i 1381
[07/02/2010 12:01:07] /i 2692
[07/02/2010 12:01:30] /i 2692
[07/02/2010 12:01:52] /i 2692
[07/02/2010 12:02:19] /i 2006
[07/02/2010 12:02:28] /i 2006
[07/02/2010 12:02:48] /i 2006
[07/02/2010 12:05:03] /r
[07/02/2010 12:05:05] /r
[07/02/2010 12:06:23] /r
[07/02/2010 12:06:24] /r
[07/02/2010 12:06:25] /r
[07/02/2010 12:06:27] /r
[07/02/2010 12:06:27] /r
[07/02/2010 12:06:35] /r
[07/02/2010 12:06:37] /r
[07/02/2010 12:06:40] /r
[07/02/2010 12:06:43] /r
[07/02/2010 12:06:45] /r
[07/02/2010 12:06:47] /r
[07/02/2010 12:13:29] /i trough,6
[07/02/2010 12:13:51] /i 2033
[07/02/2010 12:15:45] /r
[07/02/2010 12:16:42] /i 2692
[07/02/2010 12:16:54] /i 2694
[07/02/2010 12:21:52] /i 2693
[07/02/2010 12:22:04] /i 6277
[07/02/2010 12:24:57] /attr group 5
[07/02/2010 12:24:58] /r
[07/02/2010 12:27:44] /i 2693
[07/02/2010 12:27:46] /i 2693
[07/02/2010 12:27:52] /i 2693
[07/02/2010 12:30:32] /i 2698
[07/02/2010 12:30:40] /i 2689
[07/02/2010 12:30:53] /i 6278
[07/02/2010 12:31:07] /i 6277
[07/02/2010 12:32:26] /r
[07/02/2010 12:33:30] /i 2693
[07/02/2010 12:33:35] /i 2693
[07/02/2010 12:33:58] /i 2689
[07/02/2010 12:34:40] /i 6277
[07/02/2010 12:35:13] /i 1786
[07/02/2010 12:35:23] /i 6278
[07/02/2010 12:37:48] /i 2168
[07/02/2010 12:40:02] /i 2693
[07/02/2010 13:27:23] /i 1790
[07/02/2010 13:27:28] /i 1792
[07/02/2010 13:27:34] /r
[07/02/2010 13:27:37] /r
[07/02/2010 13:27:39] /r
[07/02/2010 13:27:41] /i 1792
[07/02/2010 13:31:17] /i 1775, 6
[07/02/2010 13:31:20] /i 1775, 1
[07/02/2010 13:31:46] /i 2692
[07/02/2010 13:32:21] /i 1775, 1
[07/02/2010 13:32:31] /i 1775, 1
[07/02/2010 13:33:29] /i 1775, 1
[07/02/2010 13:33:31] /i 1775, 2
[07/02/2010 13:33:37] /i 1775, 6
[07/02/2010 13:33:40] /r
[07/02/2010 13:33:57] /i 1775, 6
[07/02/2010 13:33:59] /r
[07/02/2010 13:34:29] /i 2692
[07/02/2010 13:34:41] /i 2694
[07/02/2010 13:37:24] /i 1775, 6
[07/02/2010 13:38:12] /i 1775, 1
[07/02/2010 13:45:30] /i 1775, 1
[07/02/2010 14:06:42] /i 8848
[07/02/2010 14:06:50] /i 8849
[07/02/2010 14:06:55] /i 8846
[07/02/2010 14:08:01] /i 8845
[07/02/2010 14:24:44] /i 1786
[07/02/2010 14:26:08] /i 6386
[07/02/2010 14:26:21] /i 6356
[07/02/2010 14:26:25] /r
[07/02/2010 14:35:12] /r
[07/02/2010 14:35:35] /clean
[07/02/2010 14:37:04] /a 5
[07/02/2010 14:37:04] /a 5
[07/02/2010 14:37:04] /a 5
[07/02/2010 14:37:04] /a 5
[07/02/2010 14:37:05] /a 5
[07/02/2010 14:37:06] /a 5
[07/02/2010 14:37:07] /a 5
[07/02/2010 14:37:07] /a 5
[07/02/2010 14:37:07] /a 5
[07/02/2010 14:37:07] /a 5
[07/02/2010 14:37:08] /a 5
[07/02/2010 14:37:08] /a 5
[07/02/2010 14:37:08] /a 5
[07/02/2010 14:37:09] /a 5
[07/02/2010 14:37:10] /a 5
[07/02/2010 14:37:10] /a 5
[07/02/2010 14:37:10] /a 5
[07/02/2010 14:37:27] /a 5
[07/02/2010 14:37:27] /a 5
[07/02/2010 14:37:28] /a 5
[07/02/2010 14:37:29] /a 5
[07/02/2010 14:37:29] /a 5
[07/02/2010 14:37:29] /a 5
[07/02/2010 14:37:29] /a 5
[07/02/2010 14:37:29] /a 5
[07/02/2010 14:37:30] /a 5
[07/02/2010 14:37:30] /a 5
[07/02/2010 14:37:30] /a 5
[07/02/2010 14:37:30] /a 5
[07/02/2010 14:37:31] /a 5
[07/02/2010 14:37:31] /a 5
[07/02/2010 14:37:31] /a 5
[07/02/2010 14:37:32] /a 5
[07/02/2010 14:37:32] /a 5
[07/02/2010 14:37:32] /a 5
[07/02/2010 14:37:33] /a 5
[07/02/2010 14:37:34] /a 5
[07/02/2010 14:37:34] /a 5
[07/02/2010 14:37:34] /a 5
[07/02/2010 14:37:34] /a 5
[07/02/2010 14:37:34] /a 5
[07/02/2010 14:37:35] /a 5
[07/02/2010 14:37:35] /a 5
[07/02/2010 14:37:35] /a 5
[07/02/2010 14:37:36] /a 5
[07/02/2010 14:37:38] /a 5
[07/02/2010 14:38:04] /c Iago
[07/02/2010 14:38:08] /c Ojani
[07/02/2010 14:38:14] /a 5
[07/02/2010 14:38:15] /a 5
[07/02/2010 14:38:15] /a 5
[07/02/2010 14:38:15] /a 5
[07/02/2010 14:38:16] /a 5
[07/02/2010 14:38:16] /a 5
[07/02/2010 14:38:16] /a 5
[07/02/2010 14:38:16] /a 5
[07/02/2010 14:38:16] /a 5
[07/02/2010 14:38:17] /a 5
[07/02/2010 14:38:17] /a 5
[07/02/2010 14:38:17] /a 5
[07/02/2010 14:38:18] /a 5
[07/02/2010 14:38:18] /a 5
[07/02/2010 14:38:18] /a 5
[07/02/2010 14:38:18] /a 5
[07/02/2010 14:38:19] /a 5
[07/02/2010 14:38:19] /a 5
[07/02/2010 14:38:19] /a 5
[07/02/2010 14:38:19] /a 5
[07/02/2010 14:38:20] /a 5
[07/02/2010 14:38:20] /a 5
[07/02/2010 14:38:20] /a 5
[07/02/2010 14:38:21] /a 5
[07/02/2010 14:38:21] /a 5
[07/02/2010 14:38:22] /a 5
[07/02/2010 14:38:23] /a 5
[07/02/2010 14:38:23] /a 5
[07/02/2010 14:38:23] /a 5
[07/02/2010 14:38:23] /a 5
[07/02/2010 14:38:23] /a 5
[07/02/2010 14:38:59] /a 2
[07/02/2010 14:39:15] /t
[07/02/2010 14:41:27] /i 2442
[07/02/2010 14:45:40] /town 2
[07/02/2010 14:45:42] /town 3
[07/02/2010 14:45:43] /town 4
[07/02/2010 14:45:44] /town 5
[07/02/2010 14:45:46] /town 6
[07/02/2010 14:45:47] /town 7
[07/02/2010 14:45:48] /town 8
[07/02/2010 14:45:50] /town 9
[07/02/2010 14:45:52] /town 10
[07/02/2010 14:45:54] /town 11
[07/02/2010 14:45:57] /town 12
[07/02/2010 14:46:00] /town 13
[07/02/2010 14:46:02] /town 14
[07/02/2010 14:46:03] /town 15
[07/02/2010 14:46:04] /town 16
[07/02/2010 14:46:06] /town 17
[07/02/2010 14:46:07] /town 18
[07/02/2010 14:46:09] /t
[07/02/2010 14:46:12] /a 5
[07/02/2010 14:46:12] /a 5
[07/02/2010 14:46:12] /a 5
[07/02/2010 14:46:12] /a 5
[07/02/2010 14:46:12] /a 5
[07/02/2010 14:46:12] /a 5
[07/02/2010 14:46:12] /a 5
[07/02/2010 14:46:13] /a 5
[07/02/2010 14:46:13] /a 5
[07/02/2010 14:46:13] /a 5
[07/02/2010 14:46:13] /a 5
[07/02/2010 14:46:13] /a 5
[07/02/2010 14:46:13] /a 5
[07/02/2010 14:46:13] /a 5
[07/02/2010 14:46:13] /a 5
[07/02/2010 14:46:14] /a 5
[07/02/2010 14:46:14] /a 5
[07/02/2010 14:46:14] /a 5
[07/02/2010 14:46:14] /a 5
[07/02/2010 14:46:14] /a 5
[07/02/2010 14:46:14] /a 5
[07/02/2010 14:46:14] /a 5
[07/02/2010 14:46:14] /a 5
[07/02/2010 14:46:14] /a 5
[07/02/2010 14:46:14] /a 5
[07/02/2010 14:46:14] /a 5
[07/02/2010 14:46:15] /a 5
[07/02/2010 14:46:15] /a 5
[07/02/2010 14:46:15] /a 5
[07/02/2010 14:46:15] /a 5
[07/02/2010 14:46:15] /a 5
[07/02/2010 14:46:15] /a 5
[07/02/2010 14:46:16] /a 5
[07/02/2010 14:46:16] /a 5
[07/02/2010 14:46:16] /a 5
[07/02/2010 14:46:16] /a 5
[07/02/2010 14:46:16] /a 5
[07/02/2010 14:46:16] /a 5
[07/02/2010 14:46:16] /a 5
[07/02/2010 14:46:16] /a 5
[07/02/2010 14:46:16] /a 5
[07/02/2010 14:46:16] /a 5
[07/02/2010 14:46:17] /a 5
[07/02/2010 14:46:17] /a 5
[07/02/2010 14:46:17] /a 5
[07/02/2010 14:46:17] /a 5
[07/02/2010 14:46:17] /a 5
[07/02/2010 14:46:17] /a 5
[07/02/2010 14:46:17] /a 5
[07/02/2010 14:46:18] /a 5
[07/02/2010 14:46:18] /a 5
[07/02/2010 14:46:18] /a 5
[07/02/2010 14:46:18] /a 5
[07/02/2010 14:46:18] /a 5
[07/02/2010 14:46:18] /a 5
[07/02/2010 14:46:18] /a 5
[07/02/2010 14:46:18] /a 5
[07/02/2010 14:46:18] /a 5
[07/02/2010 14:46:18] /a 5
[07/02/2010 14:46:18] /a 5
[07/02/2010 14:46:18] /a 5
[07/02/2010 14:46:18] /a 5
[07/02/2010 14:46:18] /a 5
[07/02/2010 14:46:19] /a 5
[07/02/2010 14:46:19] /a 5
[07/02/2010 14:46:19] /a 5
[07/02/2010 14:46:19] /a 5
[07/02/2010 14:46:19] /a 5
[07/02/2010 14:46:19] /a 5
[07/02/2010 14:46:19] /a 5
[07/02/2010 14:46:19] /a 5
[07/02/2010 14:46:19] /a 5
[07/02/2010 14:46:19] /a 5
[07/02/2010 14:46:19] /a 5
[07/02/2010 14:46:19] /a 5
[07/02/2010 14:46:19] /a 5
[07/02/2010 14:46:19] /a 5
[07/02/2010 14:46:19] /a 5
[07/02/2010 14:46:19] /a 5
[07/02/2010 14:46:19] /a 5
[07/02/2010 14:46:20] /a 5
[07/02/2010 14:46:20] /a 5
[07/02/2010 14:46:21] /a 5
[07/02/2010 14:46:21] /a 5
[07/02/2010 14:46:21] /a 5
[07/02/2010 14:46:22] /a 5
[07/02/2010 14:46:22] /a 5
[07/02/2010 14:46:22] /a 5
[07/02/2010 14:46:22] /a 5
[07/02/2010 14:46:22] /a 5
[07/02/2010 14:46:22] /a 5
[07/02/2010 14:46:22] /a 5
[07/02/2010 14:46:22] /a 5
[07/02/2010 14:46:22] /a 5
[07/02/2010 14:46:23] /a 5
[07/02/2010 14:46:23] /a 5
[07/02/2010 14:46:23] /a 5
[07/02/2010 14:46:23] /a 5
[07/02/2010 14:46:23] /a 5
[07/02/2010 14:46:23] /a 5
[07/02/2010 14:46:23] /a 5
[07/02/2010 14:46:23] /a 5
[07/02/2010 14:46:23] /a 5
[07/02/2010 14:46:25] /a 5
[07/02/2010 14:46:26] /a 5
[07/02/2010 14:46:26] /a 5
[07/02/2010 14:46:26] /a 5
[07/02/2010 14:46:26] /a 5
[07/02/2010 14:46:26] /a 5
[07/02/2010 14:46:26] /a 5
[07/02/2010 14:46:26] /a 5
[07/02/2010 14:46:26] /a 5
[07/02/2010 14:46:27] /a 5
[07/02/2010 14:46:27] /a 5
[07/02/2010 14:46:27] /a 5
[07/02/2010 14:46:27] /a 5
[07/02/2010 14:46:27] /a 5
[07/02/2010 14:46:28] /a 5
[07/02/2010 14:46:28] /a 5
[07/02/2010 14:46:28] /a 5
[07/02/2010 14:46:28] /a 5
[07/02/2010 14:46:28] /a 5
[07/02/2010 14:46:29] /a 5
[07/02/2010 14:46:29] /a 5
[07/02/2010 14:46:29] /a 5
[07/02/2010 14:46:29] /a 5
[07/02/2010 14:46:29] /a 5
[07/02/2010 14:46:29] /a 5
[07/02/2010 14:46:29] /a 5
[07/02/2010 14:46:29] /a 5
[07/02/2010 14:46:29] /a 5
[07/02/2010 14:46:29] /a 5
[07/02/2010 14:46:29] /a 5
[07/02/2010 14:46:29] /a 5
[07/02/2010 14:46:30] /a 5
[07/02/2010 14:46:30] /a 5
[07/02/2010 14:46:30] /a 5
[07/02/2010 14:46:30] /a 5
[07/02/2010 14:46:30] /a 5
[07/02/2010 14:46:30] /a 5
[07/02/2010 14:46:30] /a 5
[07/02/2010 14:46:30] /a 5
[07/02/2010 14:46:30] /a 5
[07/02/2010 14:46:30] /a 5
[07/02/2010 14:46:30] /a 5
[07/02/2010 14:46:30] /a 5
[07/02/2010 14:46:30] /a 5
[07/02/2010 14:46:30] /a 5
[07/02/2010 14:46:31] /a 5
[07/02/2010 14:46:31] /a 5
[07/02/2010 14:46:31] /a 5
[07/02/2010 14:46:32] /a 5
[07/02/2010 14:46:32] /a 5
[07/02/2010 14:46:32] /a 5
[07/02/2010 14:46:32] /a 5
[07/02/2010 14:46:32] /a 5
[07/02/2010 14:46:33] /a 5
[07/02/2010 14:46:33] /a 5
[07/02/2010 14:46:33] /a 5
[07/02/2010 14:46:33] /a 5
[07/02/2010 14:46:33] /a 5
[07/02/2010 14:46:33] /a 5
[07/02/2010 14:46:34] /a 5
[07/02/2010 14:46:34] /a 5
[07/02/2010 14:46:34] /a 5
[07/02/2010 14:46:34] /a 5
[07/02/2010 14:46:34] /a 5
[07/02/2010 14:46:35] /a 5
[07/02/2010 14:46:35] /a 5
[07/02/2010 14:46:35] /a 5
[07/02/2010 14:46:36] /a 5
[07/02/2010 14:46:36] /a 5
[07/02/2010 14:46:36] /a 5
[07/02/2010 14:46:36] /a 5
[07/02/2010 14:46:36] /a 5
[07/02/2010 14:46:36] /a 5
[07/02/2010 14:46:36] /a 5
[07/02/2010 14:46:36] /a 5
[07/02/2010 14:46:36] /a 5
[07/02/2010 14:46:36] /a 5
[07/02/2010 14:46:36] /a 5
[07/02/2010 14:46:36] /a 5
[07/02/2010 14:46:36] /a 5
[07/02/2010 14:46:36] /a 5
[07/02/2010 14:46:37] /a 5
[07/02/2010 14:46:37] /a 5
[07/02/2010 14:46:37] /a 5
[07/02/2010 14:46:37] /a 5
[07/02/2010 14:46:37] /a 5
[07/02/2010 14:46:37] /a 5
[07/02/2010 14:46:37] /a 5
[07/02/2010 14:46:37] /a 5
[07/02/2010 14:46:38] /a 1
[07/02/2010 14:46:39] /a 1
[07/02/2010 14:46:40] /a 5
[07/02/2010 14:46:41] /a 15
[07/02/2010 14:46:42] /a 5
[07/02/2010 14:46:43] /a 5
[07/02/2010 14:46:43] /a 5
[07/02/2010 14:46:43] /a 5
[07/02/2010 14:46:43] /a 5
[07/02/2010 14:46:43] /a 5
[07/02/2010 14:46:43] /a 5
[07/02/2010 14:46:44] /a 5
[07/02/2010 14:46:44] /a 5
[07/02/2010 14:46:45] /a 5
[07/02/2010 14:46:45] /a 5
[07/02/2010 14:46:45] /a 5
[07/02/2010 14:46:45] /a 5
[07/02/2010 14:46:46] /a 5
[07/02/2010 14:46:46] /a 5
[07/02/2010 14:46:46] /a 5
[07/02/2010 14:46:46] /a 5
[07/02/2010 14:46:46] /a 5
[07/02/2010 14:46:46] /a 5
[07/02/2010 14:46:46] /a 5
[07/02/2010 14:46:47] /a 5
[07/02/2010 14:46:47] /a 5
[07/02/2010 14:46:47] /a 5
[07/02/2010 14:46:47] /a 5
[07/02/2010 14:46:47] /a 5
[07/02/2010 14:46:47] /a 5
[07/02/2010 14:46:47] /a 5
[07/02/2010 14:46:47] /a 5
[07/02/2010 14:46:48] /a 1
[07/02/2010 14:46:50] /a 15
[07/02/2010 14:46:50] /addskill Ojani, lvl
[07/02/2010 14:46:52] /a 10
[07/02/2010 14:46:53] /a 10
[07/02/2010 14:46:53] /a 10
[07/02/2010 14:46:53] /a 10
[07/02/2010 14:46:53] /a 10
[07/02/2010 14:46:53] /a 10
[07/02/2010 14:46:53] /a 10
[07/02/2010 14:46:53] /a 10
[07/02/2010 14:46:54] /a 10
[07/02/2010 14:46:54] /a 10
[07/02/2010 14:46:55] /a 10
[07/02/2010 14:46:56] /a 10
[07/02/2010 14:46:56] /a 10
[07/02/2010 14:46:56] /a 10
[07/02/2010 14:46:57] /a 10
[07/02/2010 14:46:57] /a 10
[07/02/2010 14:46:59] /a 10
[07/02/2010 14:46:59] /a 10
[07/02/2010 14:46:59] /a 10
[07/02/2010 14:46:59] /a 10
[07/02/2010 14:46:59] /a 10
[07/02/2010 14:46:59] /a 10
[07/02/2010 14:46:59] /a 10
[07/02/2010 14:46:59] /a 10
[07/02/2010 14:46:59] /a 10
[07/02/2010 14:46:59] /a 10
[07/02/2010 14:46:59] /a 10
[07/02/2010 14:46:59] /a 10
