[12/02/2010 15:03:22] /jail 100 Naxes
[12/02/2010 15:06:24] /c Comedinha
[12/02/2010 15:06:24] /c Comedinha
[12/02/2010 15:06:24] /c Comedinha
[12/02/2010 15:06:24] /c Comedinha
[12/02/2010 15:06:24] /c Comedinha
[12/02/2010 15:06:24] /c Comedinha
[12/02/2010 15:06:24] /c Comedinha
[12/02/2010 15:06:24] /c Comedinha
[12/02/2010 15:06:24] /c Comedinha
[12/02/2010 15:06:24] /c Comedinha
[12/02/2010 15:06:24] /c Comedinha
[12/02/2010 15:06:24] /c Comedinha
[12/02/2010 15:06:24] /c Comedinha
[12/02/2010 15:06:24] /c Comedinha
[12/02/2010 15:06:24] /c Comedinha
[12/02/2010 15:06:24] /c Comedinha
[12/02/2010 15:06:24] /c Comedinha
[12/02/2010 15:06:24] /c Comedinha
[12/02/2010 15:06:24] /c Comedinha
[12/02/2010 15:06:24] /c Comedinha
[12/02/2010 15:06:24] /c Comedinha
[12/02/2010 15:06:24] /c Comedinha
[12/02/2010 15:06:24] /c Comedinha
[12/02/2010 15:06:24] /c Comedinha
[12/02/2010 15:06:25] /c Comedinha
[12/02/2010 15:06:25] /c Comedinha
[12/02/2010 15:06:25] /c Comedinha
[12/02/2010 15:06:25] /c Comedinha
[12/02/2010 15:06:25] /c Comedinha
[12/02/2010 15:06:25] /c Comedinha
[12/02/2010 15:06:26] /c Comedinha
[12/02/2010 15:06:27] /c Comedinha
[12/02/2010 15:06:27] /c Comedinha
[12/02/2010 15:06:27] /c Comedinha
[12/02/2010 15:06:27] /c Comedinha
[12/02/2010 15:06:27] /c Comedinha
[12/02/2010 15:06:27] /c Comedinha
[12/02/2010 15:06:27] /c Comedinha
[12/02/2010 15:06:27] /c Comedinha
[12/02/2010 15:06:27] /c Comedinha
[12/02/2010 15:06:27] /c Comedinha
[12/02/2010 15:06:27] /c Comedinha
[12/02/2010 15:06:27] /c Comedinha
[12/02/2010 15:06:27] /c Comedinha
[12/02/2010 15:06:27] /c Comedinha
[12/02/2010 15:06:27] /c Comedinha
[12/02/2010 15:06:27] /c Comedinha
[12/02/2010 15:06:27] /c Comedinha
[12/02/2010 15:06:28] /c Comedinha
[12/02/2010 15:06:28] /c Comedinha
[12/02/2010 15:06:28] /c Comedinha
[12/02/2010 15:06:28] /c Comedinha
[12/02/2010 15:06:28] /c Comedinha
[12/02/2010 15:06:28] /c Comedinha
[12/02/2010 15:06:28] /c Comedinha
[12/02/2010 15:06:28] /c Comedinha
[12/02/2010 15:06:28] /c Comedinha
[12/02/2010 15:06:29] /c Comedinha
[12/02/2010 15:06:29] /c Comedinha
[12/02/2010 15:06:29] /c Comedinha
[12/02/2010 15:06:29] /c Comedinha
[12/02/2010 15:06:29] /c Comedinha
[12/02/2010 15:06:29] /c Comedinha
[12/02/2010 15:06:29] /c Comedinha
[12/02/2010 15:06:29] /c Comedinha
[12/02/2010 15:06:29] /c Comedinha
[12/02/2010 15:06:29] /c Comedinha
[12/02/2010 15:06:29] /c Comedinha
[12/02/2010 15:06:29] /c Comedinha
[12/02/2010 15:06:29] /c Comedinha
[12/02/2010 15:06:29] /c Comedinha
[12/02/2010 15:06:30] /c Comedinha
[12/02/2010 15:06:30] /c Comedinha
[12/02/2010 15:06:30] /c Comedinha
[12/02/2010 15:06:30] /c Comedinha
[12/02/2010 15:06:30] /c Comedinha
[12/02/2010 15:06:30] /c Comedinha
[12/02/2010 15:06:30] /c Comedinha
[12/02/2010 15:06:30] /c Comedinha
[12/02/2010 15:06:30] /c Comedinha
[12/02/2010 15:06:30] /c Comedinha
[12/02/2010 15:06:30] /c Comedinha
[12/02/2010 15:06:30] /c Comedinha
[12/02/2010 15:06:30] /c Comedinha
[12/02/2010 15:06:30] /c Comedinha
[12/02/2010 15:06:30] /c Comedinha
[12/02/2010 15:06:30] /c Comedinha
[12/02/2010 15:06:30] /c Comedinha
[12/02/2010 15:06:30] /c Comedinha
[12/02/2010 15:06:30] /c Comedinha
[12/02/2010 15:06:30] /c Comedinha
[12/02/2010 15:06:30] /c Comedinha
[12/02/2010 15:06:30] /c Comedinha
[12/02/2010 15:06:30] /c Comedinha
[12/02/2010 15:06:30] /c Comedinha
[12/02/2010 15:06:31] /c Comedinha
[12/02/2010 15:06:31] /c Comedinha
[12/02/2010 15:06:31] /c Comedinha
[12/02/2010 15:06:31] /c Comedinha
[12/02/2010 15:06:31] /c Comedinha
[12/02/2010 15:06:31] /c Comedinha
[12/02/2010 15:06:31] /c Comedinha
[12/02/2010 15:06:31] /c Comedinha
[12/02/2010 15:06:31] /c Comedinha
[12/02/2010 15:06:31] /c Comedinha
[12/02/2010 15:06:31] /c Comedinha
[12/02/2010 15:06:31] /c Comedinha
[12/02/2010 15:06:31] /c Comedinha
[12/02/2010 15:06:31] /c Comedinha
[12/02/2010 15:06:31] /c Comedinha
[12/02/2010 15:06:31] /c Comedinha
[12/02/2010 15:06:31] /c Comedinha
[12/02/2010 15:06:31] /c Comedinha
[12/02/2010 15:06:31] /c Comedinha
[12/02/2010 15:06:31] /c Comedinha
[12/02/2010 15:06:31] /c Comedinha
[12/02/2010 15:06:31] /c Comedinha
[12/02/2010 15:06:31] /c Comedinha
[12/02/2010 15:06:31] /c Comedinha
[12/02/2010 15:06:31] /c Comedinha
[12/02/2010 15:06:32] /c Comedinha
[12/02/2010 15:06:32] /c Comedinha
[12/02/2010 15:06:32] /c Comedinha
[12/02/2010 15:06:32] /c Comedinha
[12/02/2010 15:06:32] /c Comedinha
[12/02/2010 15:06:32] /c Comedinha
[12/02/2010 15:06:32] /c Comedinha
[12/02/2010 15:06:32] /c Comedinha
[12/02/2010 15:06:32] /c Comedinha
[12/02/2010 15:06:32] /c Comedinha
[12/02/2010 15:06:32] /c Comedinha
[12/02/2010 15:06:32] /c Comedinha
[12/02/2010 15:06:32] /c Comedinha
[12/02/2010 15:06:32] /c Comedinha
[12/02/2010 15:06:32] /c Comedinha
[12/02/2010 15:06:32] /c Comedinha
[12/02/2010 15:06:32] /c Comedinha
[12/02/2010 15:06:32] /c Comedinha
[12/02/2010 15:06:32] /c Comedinha
[12/02/2010 15:06:32] /c Comedinha
[12/02/2010 15:06:32] /c Comedinha
[12/02/2010 15:06:32] /c Comedinha
[12/02/2010 15:06:32] /c Comedinha
[12/02/2010 15:06:33] /c Comedinha
[12/02/2010 15:06:33] /c Comedinha
[12/02/2010 15:06:33] /c Comedinha
[12/02/2010 15:06:33] /c Comedinha
[12/02/2010 15:06:33] /c Comedinha
[12/02/2010 15:06:33] /c Comedinha
[12/02/2010 15:06:33] /c Comedinha
[12/02/2010 15:06:33] /c Comedinha
[12/02/2010 15:06:33] /c Comedinha
[12/02/2010 15:06:33] /c Comedinha
[12/02/2010 15:06:33] /c Comedinha
[12/02/2010 15:06:33] /c Comedinha
[12/02/2010 15:06:33] /c Comedinha
[12/02/2010 15:06:33] /c Comedinha
[12/02/2010 15:06:33] /c Comedinha
[12/02/2010 15:06:33] /c Comedinha
[12/02/2010 15:06:33] /c Comedinha
[12/02/2010 15:06:33] /c Comedinha
[12/02/2010 15:06:33] /c Comedinha
[12/02/2010 15:06:33] /c Comedinha
[12/02/2010 15:06:33] /c Comedinha
[12/02/2010 15:06:33] /c Comedinha
[12/02/2010 15:06:33] /c Comedinha
[12/02/2010 15:06:34] /c Comedinha
[12/02/2010 15:06:34] /c Comedinha
[12/02/2010 15:06:34] /c Comedinha
[12/02/2010 15:06:34] /c Comedinha
[12/02/2010 15:06:34] /c Comedinha
[12/02/2010 15:06:34] /c Comedinha
[12/02/2010 15:06:34] /c Comedinha
[12/02/2010 15:06:34] /c Comedinha
[12/02/2010 15:06:34] /c Comedinha
[12/02/2010 15:06:34] /c Comedinha
[12/02/2010 15:06:34] /c Comedinha
[12/02/2010 15:06:34] /c Comedinha
[12/02/2010 15:06:34] /c Comedinha
[12/02/2010 15:06:34] /c Comedinha
[12/02/2010 15:06:34] /c Comedinha
[12/02/2010 15:06:34] /c Comedinha
[12/02/2010 15:06:34] /c Comedinha
[12/02/2010 15:06:34] /c Comedinha
[12/02/2010 15:06:34] /c Comedinha
[12/02/2010 15:06:34] /c Comedinha
[12/02/2010 15:06:34] /c Comedinha
[12/02/2010 15:06:34] /c Comedinha
[12/02/2010 15:06:34] /c Comedinha
[12/02/2010 15:06:34] /c Comedinha
[12/02/2010 15:06:34] /c Comedinha
[12/02/2010 15:06:35] /c Comedinha
[12/02/2010 15:06:35] /c Comedinha
[12/02/2010 15:06:35] /c Comedinha
[12/02/2010 15:06:35] /c Comedinha
[12/02/2010 15:06:35] /c Comedinha
[12/02/2010 15:06:35] /c Comedinha
[12/02/2010 15:06:35] /c Comedinha
[12/02/2010 15:06:35] /c Comedinha
[12/02/2010 15:06:35] /c Comedinha
[12/02/2010 15:06:35] /c Comedinha
[12/02/2010 15:06:35] /c Comedinha
[12/02/2010 15:06:35] /c Comedinha
[12/02/2010 15:06:35] /c Comedinha
[12/02/2010 15:06:35] /c Comedinha
[12/02/2010 15:06:35] /c Comedinha
[12/02/2010 15:06:35] /c Comedinha
[12/02/2010 15:06:35] /c Comedinha
[12/02/2010 15:06:35] /c Comedinha
[12/02/2010 15:06:35] /c Comedinha
[12/02/2010 15:06:35] /c Comedinha
[12/02/2010 15:06:35] /c Comedinha
[12/02/2010 15:06:35] /c Comedinha
[12/02/2010 15:06:36] /c Comedinha
[12/02/2010 15:06:36] /c Comedinha
[12/02/2010 15:06:36] /c Comedinha
[12/02/2010 15:06:36] /c Comedinha
[12/02/2010 15:06:36] /c Comedinha
[12/02/2010 15:06:36] /c Comedinha
[12/02/2010 15:06:36] /c Comedinha
[12/02/2010 15:06:36] /c Comedinha
[12/02/2010 15:06:36] /c Comedinha
[12/02/2010 15:06:36] /c Comedinha
[12/02/2010 15:06:36] /c Comedinha
[12/02/2010 15:06:36] /c Comedinha
[12/02/2010 15:06:36] /c Comedinha
[12/02/2010 15:06:36] /c Comedinha
[12/02/2010 15:06:36] /c Comedinha
[12/02/2010 15:06:36] /c Comedinha
[12/02/2010 15:06:36] /c Comedinha
[12/02/2010 15:06:36] /c Comedinha
[12/02/2010 15:06:36] /c Comedinha
[12/02/2010 15:06:36] /c Comedinha
[12/02/2010 15:06:36] /c Comedinha
[12/02/2010 15:06:36] /c Comedinha
[12/02/2010 15:06:36] /c Comedinha
[12/02/2010 15:06:36] /c Comedinha
[12/02/2010 15:06:36] /c Comedinha
[12/02/2010 15:06:36] /c Comedinha
[12/02/2010 15:06:36] /c Comedinha
[12/02/2010 15:06:36] /c Comedinha
[12/02/2010 15:06:37] /c Comedinha
[12/02/2010 15:06:37] /c Comedinha
[12/02/2010 15:06:37] /c Comedinha
[12/02/2010 15:06:37] /c Comedinha
[12/02/2010 15:06:37] /c Comedinha
[12/02/2010 15:06:37] /c Comedinha
[12/02/2010 15:06:37] /c Comedinha
[12/02/2010 15:06:37] /c Comedinha
[12/02/2010 15:06:37] /c Comedinha
[12/02/2010 15:06:37] /c Comedinha
[12/02/2010 15:06:37] /c Comedinha
[12/02/2010 15:06:37] /c Comedinha
[12/02/2010 15:06:37] /c Comedinha
[12/02/2010 15:06:37] /c Comedinha
[12/02/2010 15:06:37] /c Comedinha
[12/02/2010 15:06:37] /c Comedinha
[12/02/2010 15:06:37] /c Comedinha
[12/02/2010 15:06:37] /c Comedinha
[12/02/2010 15:06:37] /c Comedinha
[12/02/2010 15:06:37] /c Comedinha
[12/02/2010 15:06:37] /c Comedinha
[12/02/2010 15:06:37] /c Comedinha
[12/02/2010 15:06:38] /c Comedinha
[12/02/2010 15:06:38] /c Comedinha
[12/02/2010 15:06:38] /c Comedinha
[12/02/2010 15:06:38] /c Comedinha
[12/02/2010 15:06:38] /c Comedinha
[12/02/2010 15:06:38] /c Comedinha
[12/02/2010 15:06:38] /c Comedinha
[12/02/2010 15:06:38] /c Comedinha
[12/02/2010 15:06:38] /c Comedinha
[12/02/2010 15:06:38] /c Comedinha
[12/02/2010 15:06:38] /c Comedinha
[12/02/2010 15:06:38] /c Comedinha
[12/02/2010 15:06:38] /c Comedinha
[12/02/2010 15:06:38] /c Comedinha
[12/02/2010 15:06:38] /c Comedinha
[12/02/2010 15:06:38] /c Comedinha
[12/02/2010 15:06:38] /c Comedinha
[12/02/2010 15:06:38] /c Comedinha
[12/02/2010 15:06:38] /c Comedinha
[12/02/2010 15:06:38] /c Comedinha
[12/02/2010 15:06:38] /c Comedinha
[12/02/2010 15:06:38] /c Comedinha
[12/02/2010 15:06:38] /c Comedinha
[12/02/2010 15:06:38] /c Comedinha
[12/02/2010 15:06:39] /c Comedinha
[12/02/2010 15:06:39] /c Comedinha
[12/02/2010 15:06:39] /c Comedinha
[12/02/2010 15:06:39] /c Comedinha
[12/02/2010 15:06:39] /c Comedinha
[12/02/2010 15:06:39] /c Comedinha
[12/02/2010 15:06:39] /c Comedinha
[12/02/2010 15:06:39] /c Comedinha
[12/02/2010 15:06:39] /c Comedinha
[12/02/2010 15:06:39] /c Comedinha
[12/02/2010 15:06:39] /c Comedinha
[12/02/2010 15:06:39] /c Comedinha
[12/02/2010 15:06:39] /c Comedinha
[12/02/2010 15:06:39] /c Comedinha
[12/02/2010 15:06:39] /c Comedinha
[12/02/2010 15:06:39] /c Comedinha
[12/02/2010 15:06:39] /c Comedinha
[12/02/2010 15:06:39] /c Comedinha
[12/02/2010 15:06:39] /c Comedinha
[12/02/2010 15:06:39] /c Comedinha
[12/02/2010 15:06:39] /c Comedinha
[12/02/2010 15:06:39] /c Comedinha
[12/02/2010 15:06:39] /c Comedinha
[12/02/2010 15:06:39] /c Comedinha
[12/02/2010 15:06:39] /c Comedinha
[12/02/2010 15:06:39] /c Comedinha
[12/02/2010 15:06:40] /c Comedinha
[12/02/2010 15:06:40] /c Comedinha
[12/02/2010 15:06:40] /c Comedinha
[12/02/2010 15:06:40] /c Comedinha
[12/02/2010 15:06:40] /c Comedinha
[12/02/2010 15:06:40] /c Comedinha
[12/02/2010 15:06:40] /c Comedinha
[12/02/2010 15:06:40] /c Comedinha
[12/02/2010 15:06:40] /c Comedinha
[12/02/2010 15:06:40] /c Comedinha
[12/02/2010 15:06:40] /c Comedinha
[12/02/2010 15:06:40] /c Comedinha
[12/02/2010 15:06:40] /c Comedinha
[12/02/2010 15:06:40] /c Comedinha
[12/02/2010 15:06:40] /c Comedinha
[12/02/2010 15:06:40] /c Comedinha
[12/02/2010 15:06:40] /c Comedinha
[12/02/2010 15:06:40] /c Comedinha
[12/02/2010 15:06:40] /c Comedinha
[12/02/2010 15:06:40] /c Comedinha
[12/02/2010 15:06:40] /c Comedinha
[12/02/2010 15:06:40] /c Comedinha
[12/02/2010 15:06:40] /c Comedinha
[12/02/2010 15:06:41] /c Comedinha
[12/02/2010 15:06:41] /c Comedinha
[12/02/2010 15:06:41] /c Comedinha
[12/02/2010 15:06:41] /c Comedinha
[12/02/2010 15:06:41] /c Comedinha
[12/02/2010 15:06:41] /c Comedinha
[12/02/2010 15:06:41] /c Comedinha
[12/02/2010 15:06:41] /c Comedinha
[12/02/2010 15:06:41] /c Comedinha
[12/02/2010 15:06:41] /c Comedinha
[12/02/2010 15:06:41] /c Comedinha
[12/02/2010 15:06:41] /c Comedinha
[12/02/2010 15:06:41] /c Comedinha
[12/02/2010 15:06:41] /c Comedinha
[12/02/2010 15:06:41] /c Comedinha
[12/02/2010 15:06:41] /c Comedinha
[12/02/2010 15:06:41] /c Comedinha
[12/02/2010 15:06:41] /c Comedinha
[12/02/2010 15:06:41] /c Comedinha
[12/02/2010 15:06:41] /c Comedinha
[12/02/2010 15:06:41] /c Comedinha
[12/02/2010 15:06:41] /c Comedinha
[12/02/2010 15:06:41] /c Comedinha
[12/02/2010 15:06:42] /c Comedinha
[12/02/2010 15:06:42] /c Comedinha
[12/02/2010 15:06:42] /c Comedinha
[12/02/2010 15:06:42] /c Comedinha
[12/02/2010 15:06:42] /c Comedinha
[12/02/2010 15:06:42] /c Comedinha
[12/02/2010 15:06:42] /c Comedinha
[12/02/2010 15:06:42] /c Comedinha
[12/02/2010 15:06:42] /c Comedinha
[12/02/2010 15:06:42] /c Comedinha
[12/02/2010 15:06:42] /c Comedinha
[12/02/2010 15:06:42] /c Comedinha
[12/02/2010 15:06:42] /c Comedinha
[12/02/2010 15:06:42] /c Comedinha
[12/02/2010 15:06:42] /c Comedinha
[12/02/2010 15:06:42] /c Comedinha
[12/02/2010 15:06:42] /c Comedinha
[12/02/2010 15:06:42] /c Comedinha
[12/02/2010 15:06:42] /c Comedinha
[12/02/2010 15:06:42] /c Comedinha
[12/02/2010 15:06:42] /c Comedinha
[12/02/2010 15:06:42] /c Comedinha
[12/02/2010 15:06:42] /c Comedinha
[12/02/2010 15:06:42] /c Comedinha
[12/02/2010 15:06:42] /c Comedinha
[12/02/2010 15:06:43] /c Comedinha
[12/02/2010 15:06:43] /c Comedinha
[12/02/2010 15:06:43] /c Comedinha
[12/02/2010 15:06:43] /c Comedinha
[12/02/2010 15:06:43] /c Comedinha
[12/02/2010 15:06:43] /c Comedinha
[12/02/2010 15:06:43] /c Comedinha
[12/02/2010 15:06:43] /c Comedinha
[12/02/2010 15:07:34] /m bug
[12/02/2010 15:08:15] /m bug
[12/02/2010 15:08:28] /m bug
[12/02/2010 15:08:38] /r
[12/02/2010 15:09:06] /m exp bug
[12/02/2010 15:09:18] /goto exp bug
[12/02/2010 15:09:21] /goto bug exp
[12/02/2010 15:09:35] /goto exp bug
[12/02/2010 15:09:42] /m tibia bug
[12/02/2010 15:10:13] /a  3
[12/02/2010 15:10:58] /r
[12/02/2010 15:11:03] /r
[12/02/2010 15:11:12] /r
[12/02/2010 15:11:19] /r
[12/02/2010 15:11:20] /r
[12/02/2010 15:11:20] /r
[12/02/2010 15:11:31] /r
[12/02/2010 15:11:33] /r
[12/02/2010 15:11:33] /r
[12/02/2010 15:11:35] /a 1
[12/02/2010 15:11:42] /r
[12/02/2010 15:11:43] /r
[12/02/2010 15:11:44] /r
[12/02/2010 15:11:47] /r
[12/02/2010 15:11:48] /r
[12/02/2010 15:11:50] /r
[12/02/2010 15:11:50] /r
[12/02/2010 15:11:50] /r
[12/02/2010 15:11:51] /r
[12/02/2010 15:11:51] /r
[12/02/2010 15:11:51] /r
[12/02/2010 15:11:51] /r
[12/02/2010 15:11:51] /r
[12/02/2010 15:11:52] /r
[12/02/2010 15:11:52] /r
[12/02/2010 15:11:52] /r
[12/02/2010 15:11:53] /r
[12/02/2010 15:11:54] /r
[12/02/2010 15:11:54] /r
[12/02/2010 15:11:54] /r
[12/02/2010 15:11:55] /r
[12/02/2010 15:11:55] /r
[12/02/2010 15:11:56] /r
[12/02/2010 15:11:56] /r
[12/02/2010 15:11:56] /r
[12/02/2010 15:11:56] /r
[12/02/2010 15:11:57] /r
[12/02/2010 15:11:57] /r
[12/02/2010 15:11:57] /r
[12/02/2010 15:11:57] /r
[12/02/2010 15:11:58] /r
[12/02/2010 15:11:58] /r
[12/02/2010 15:11:58] /r
[12/02/2010 15:11:58] /r
[12/02/2010 15:11:59] /r
[12/02/2010 15:11:59] /r
[12/02/2010 15:11:59] /r
[12/02/2010 15:11:59] /r
[12/02/2010 15:12:00] /r
[12/02/2010 15:12:00] /r
[12/02/2010 15:12:00] /r
[12/02/2010 15:12:00] /r
[12/02/2010 15:12:00] /r
[12/02/2010 15:12:01] /r
[12/02/2010 15:12:01] /r
[12/02/2010 15:12:01] /r
[12/02/2010 15:12:01] /r
[12/02/2010 15:12:01] /r
[12/02/2010 15:12:02] /r
[12/02/2010 15:12:02] /r
[12/02/2010 15:12:02] /r
[12/02/2010 15:12:03] /r
[12/02/2010 15:12:03] /r
[12/02/2010 15:12:03] /r
[12/02/2010 15:12:03] /r
[12/02/2010 15:12:03] /r
[12/02/2010 15:12:04] /r
[12/02/2010 15:12:04] /r
[12/02/2010 15:12:04] /r
[12/02/2010 15:12:04] /r
[12/02/2010 15:12:04] /r
[12/02/2010 15:12:05] /r
[12/02/2010 15:12:05] /r
[12/02/2010 15:12:05] /r
[12/02/2010 15:12:05] /r
[12/02/2010 15:12:05] /r
[12/02/2010 15:12:06] /r
[12/02/2010 15:12:06] /r
[12/02/2010 15:12:06] /r
[12/02/2010 15:12:06] /r
[12/02/2010 15:12:07] /r
[12/02/2010 15:12:07] /r
[12/02/2010 15:12:07] /r
[12/02/2010 15:12:07] /r
[12/02/2010 15:12:07] /r
[12/02/2010 15:12:08] /r
[12/02/2010 15:12:08] /r
[12/02/2010 15:12:08] /r
[12/02/2010 15:12:08] /r
[12/02/2010 15:12:09] /r
[12/02/2010 15:12:09] /r
[12/02/2010 15:12:09] /r
[12/02/2010 15:12:09] /r
[12/02/2010 15:12:09] /r
[12/02/2010 15:12:10] /r
[12/02/2010 15:12:10] /r
[12/02/2010 15:12:10] /r
[12/02/2010 15:12:10] /r
[12/02/2010 15:12:11] /r
[12/02/2010 15:12:11] /r
[12/02/2010 15:12:11] /r
[12/02/2010 15:12:11] /r
[12/02/2010 15:12:11] /r
[12/02/2010 15:12:12] /r
[12/02/2010 15:12:12] /r
[12/02/2010 15:12:12] /r
[12/02/2010 15:12:12] /r
[12/02/2010 15:12:13] /r
[12/02/2010 15:12:13] /r
[12/02/2010 15:12:13] /r
[12/02/2010 15:12:13] /r
[12/02/2010 15:12:15] /r
[12/02/2010 15:12:15] /r
[12/02/2010 15:12:20] /r
[12/02/2010 15:12:21] /r
[12/02/2010 15:12:21] /r
[12/02/2010 15:12:23] /r
[12/02/2010 15:12:23] /r
[12/02/2010 15:12:23] /r
[12/02/2010 15:12:23] /r
[12/02/2010 15:12:23] /r
[12/02/2010 15:12:24] /r
[12/02/2010 15:12:25] /r
[12/02/2010 15:12:25] /r
[12/02/2010 15:12:25] /r
[12/02/2010 15:12:25] /r
[12/02/2010 15:12:26] /r
[12/02/2010 15:12:26] /r
[12/02/2010 15:12:27] /r
[12/02/2010 15:12:27] /r
[12/02/2010 15:12:27] /r
[12/02/2010 15:12:28] /r
[12/02/2010 15:12:28] /r
[12/02/2010 15:12:28] /r
[12/02/2010 15:12:28] /r
[12/02/2010 15:12:29] /r
[12/02/2010 15:12:29] /r
[12/02/2010 15:12:29] /r
[12/02/2010 15:12:30] /r
[12/02/2010 15:12:30] /r
[12/02/2010 15:12:30] /r
[12/02/2010 15:12:30] /r
[12/02/2010 15:12:31] /r
[12/02/2010 15:12:31] /r
[12/02/2010 15:13:02] /kick Comedinha
[12/02/2010 15:13:03] /kick Comedinha
[12/02/2010 15:13:03] /kick Comedinha
[12/02/2010 15:13:03] /kick Comedinha
[12/02/2010 15:13:03] /kick Comedinha
[12/02/2010 15:13:03] /kick Comedinha
[12/02/2010 15:13:06] /r
[12/02/2010 15:13:16] /kick Comedinha
[12/02/2010 15:13:17] /kick Comedinha
[12/02/2010 15:13:17] /r
[12/02/2010 15:13:17] /r
[12/02/2010 15:13:18] /r
[12/02/2010 15:13:18] /r
[12/02/2010 15:13:18] /r
[12/02/2010 15:13:18] /r
[12/02/2010 15:13:18] /r
[12/02/2010 15:13:19] /r
[12/02/2010 15:13:19] /r
[12/02/2010 15:13:19] /r
[12/02/2010 15:13:20] /r
[12/02/2010 15:13:20] /r
[12/02/2010 15:13:20] /r
[12/02/2010 15:13:20] /r
[12/02/2010 15:13:20] /r
[12/02/2010 15:13:21] /r
[12/02/2010 15:13:21] /r
[12/02/2010 15:13:21] /r
[12/02/2010 15:13:21] /r
[12/02/2010 15:13:21] /r
[12/02/2010 15:13:22] /r
[12/02/2010 15:13:22] /r
[12/02/2010 15:13:24] /r
[12/02/2010 15:13:24] /r
[12/02/2010 15:13:24] /r
[12/02/2010 15:13:24] /r
[12/02/2010 15:13:24] /r
[12/02/2010 15:13:25] /r
[12/02/2010 15:13:25] /r
[12/02/2010 15:13:25] /r
[12/02/2010 15:13:25] /r
[12/02/2010 15:13:25] /r
[12/02/2010 15:13:25] /r
[12/02/2010 15:13:25] /r
[12/02/2010 15:13:25] /r
[12/02/2010 15:13:26] /r
[12/02/2010 15:13:26] /r
[12/02/2010 15:13:26] /r
[12/02/2010 15:13:26] /r
[12/02/2010 15:13:26] /r
[12/02/2010 15:13:26] /r
[12/02/2010 15:13:26] /r
[12/02/2010 15:13:26] /r
[12/02/2010 15:13:27] /r
[12/02/2010 15:13:27] /r
[12/02/2010 15:13:28] /r
[12/02/2010 15:13:28] /r
[12/02/2010 15:13:29] /r
[12/02/2010 15:13:30] /r
[12/02/2010 15:13:30] /r
[12/02/2010 15:13:30] /r
[12/02/2010 15:13:34] /r
[12/02/2010 15:13:34] /r
[12/02/2010 15:13:41] /r
[12/02/2010 15:13:51] /r
[12/02/2010 15:13:52] /r
[12/02/2010 15:13:56] /r
[12/02/2010 15:13:56] /kick Comedinha
[12/02/2010 15:14:46] /kick Comedinha
[12/02/2010 15:14:46] /kick Comedinha
[12/02/2010 15:14:46] /kick Comedinha
[12/02/2010 15:14:50] /t
[12/02/2010 15:14:54] /r
[12/02/2010 15:14:57] /r
[12/02/2010 15:14:57] /r
[12/02/2010 15:14:57] /r
[12/02/2010 15:14:57] /r
[12/02/2010 15:14:58] /kick Comedinha
[12/02/2010 15:15:01] /r
[12/02/2010 15:15:02] /r
[12/02/2010 15:15:04] /r
[12/02/2010 15:15:06] /r
[12/02/2010 15:15:07] /r
[12/02/2010 15:15:08] /r
[12/02/2010 15:15:08] /r
[12/02/2010 15:15:08] /r
[12/02/2010 15:15:08] /r
[12/02/2010 15:15:08] /r
[12/02/2010 15:15:08] /r
[12/02/2010 15:15:08] /r
[12/02/2010 15:15:08] /r
[12/02/2010 15:15:08] /r
[12/02/2010 15:15:08] /r
[12/02/2010 15:15:08] /r
[12/02/2010 15:15:08] /r
[12/02/2010 15:15:09] /r
[12/02/2010 15:15:09] /r
[12/02/2010 15:15:10] /r
[12/02/2010 15:15:10] /r
[12/02/2010 15:15:10] /r
[12/02/2010 15:15:11] /r
[12/02/2010 15:15:11] /r
[12/02/2010 15:15:11] /r
[12/02/2010 15:15:27] /kick Comedinha
[12/02/2010 15:15:28] /kick Comedinha
[12/02/2010 15:15:28] /r
[12/02/2010 15:15:30] /r
[12/02/2010 15:15:30] /r
[12/02/2010 15:15:30] /r
[12/02/2010 15:15:30] /r
[12/02/2010 15:15:31] /r
[12/02/2010 15:15:31] /r
[12/02/2010 15:15:31] /r
[12/02/2010 15:15:33] /r
[12/02/2010 15:15:33] /r
[12/02/2010 15:15:33] /r
[12/02/2010 15:15:34] /r
[12/02/2010 15:15:34] /r
[12/02/2010 15:15:34] /r
[12/02/2010 15:15:34] /r
[12/02/2010 15:15:35] /r
[12/02/2010 15:15:35] /r
[12/02/2010 15:15:35] /r
[12/02/2010 15:15:35] /r
[12/02/2010 15:15:36] /r
[12/02/2010 15:15:36] /r
[12/02/2010 15:15:36] /r
[12/02/2010 15:15:36] /r
[12/02/2010 15:15:36] /r
[12/02/2010 15:15:37] /r
[12/02/2010 15:15:38] /r
[12/02/2010 15:15:38] /r
[12/02/2010 15:15:38] /r
[12/02/2010 15:15:39] /r
[12/02/2010 15:15:40] /r
[12/02/2010 15:15:40] /r
[12/02/2010 15:15:40] /r
[12/02/2010 15:15:40] /r
[12/02/2010 15:15:40] /r
[12/02/2010 15:15:40] /r
[12/02/2010 15:15:40] /r
[12/02/2010 15:15:40] /r
[12/02/2010 15:15:40] /r
[12/02/2010 15:15:40] /r
[12/02/2010 15:15:40] /r
[12/02/2010 15:15:40] /r
[12/02/2010 15:15:40] /r
[12/02/2010 15:15:40] /r
[12/02/2010 15:15:40] /r
[12/02/2010 15:15:40] /r
[12/02/2010 15:15:40] /r
[12/02/2010 15:15:40] /r
[12/02/2010 15:15:40] /r
[12/02/2010 15:15:40] /r
